text,subject,body,label
"Your Payment Failed - Update Billing Info Immediately URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://amaz0n-billing-support.com/confirm.",Your Payment Failed - Update Billing Info Immediately,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://amaz0n-billing-support.com/confirm.",1
Your Subscription Renewal Confirmation Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Your Subscription Renewal Confirmation,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Weekly Newsletter - Product Updates Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Weekly Newsletter - Product Updates,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
"Your Payment Failed - Update Billing Info Immediately URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bankofamerica-alert.co/secure.",Your Payment Failed - Update Billing Info Immediately,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bankofamerica-alert.co/secure.",1
Your Monthly Statement Is Ready Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Your Monthly Statement Is Ready,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Urgent: Your Account Will Be Suspended This is your final notice. Failure to verify your account at http://192.168.44.12/verify-account within 24 hours will result in permanent suspension.,Urgent: Your Account Will Be Suspended,This is your final notice. Failure to verify your account at http://192.168.44.12/verify-account within 24 hours will result in permanent suspension.,1
"Your Payment Failed - Update Billing Info Immediately URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bit.ly/3xJa9Lm.",Your Payment Failed - Update Billing Info Immediately,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bit.ly/3xJa9Lm.",1
"Your Netflix Subscription Payment Was Declined Dear Customer, we have detected suspicious activity on your account. Click here http://192.168.44.12/verify-account immediately to verify your identity or your account will be permanently suspended within 24 hours.",Your Netflix Subscription Payment Was Declined,"Dear Customer, we have detected suspicious activity on your account. Click here http://192.168.44.12/verify-account immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
"Your Order Has Shipped Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Your Order Has Shipped,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Your Order Has Shipped Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Your Order Has Shipped,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
"Welcome to Our Community! Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Welcome to Our Community!,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
"Congratulations! You Are Our Lucky Winner URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bit.ly/3xJa9Lm.",Congratulations! You Are Our Lucky Winner,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bit.ly/3xJa9Lm.",1
Your Subscription Renewal Confirmation Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Your Subscription Renewal Confirmation,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
"Updated Company Holiday Schedule Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Updated Company Holiday Schedule,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Final Notice: Your Package Could Not Be Delivered We were unable to process your recent payment. Please update your billing details urgently at http://bit.ly/3xJa9Lm to avoid service interruption.,Final Notice: Your Package Could Not Be Delivered,We were unable to process your recent payment. Please update your billing details urgently at http://bit.ly/3xJa9Lm to avoid service interruption.,1
"Conference Registration Confirmation Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Conference Registration Confirmation,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Thanks for Your Recent Purchase Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Thanks for Your Recent Purchase,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Your PayPal Account Has Been Limited Act now! Your password expires today. Verify your credentials immediately at http://appleid-verify-secure.info/reset or you will lose access to your account.,Your PayPal Account Has Been Limited,Act now! Your password expires today. Verify your credentials immediately at http://appleid-verify-secure.info/reset or you will lose access to your account.,1
"Lunch Plans This Week? Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Lunch Plans This Week?,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Confirm Your Identity to Avoid Account Closure Your refund of $850 is ready to be processed. Click http://tinyurl.com/verify-now-2024 now and provide your account number to receive the funds immediately.,Confirm Your Identity to Avoid Account Closure,Your refund of $850 is ready to be processed. Click http://tinyurl.com/verify-now-2024 now and provide your account number to receive the funds immediately.,1
Your Order Has Shipped Your monthly account statement for 9431 is now available in your dashboard. Let us know if you have any questions about the charges.,Your Order Has Shipped,Your monthly account statement for 9431 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Conference Registration Confirmation Your monthly account statement for 4826 is now available in your dashboard. Let us know if you have any questions about the charges.,Conference Registration Confirmation,Your monthly account statement for 4826 is now available in your dashboard. Let us know if you have any questions about the charges.,0
"Your Netflix Subscription Payment Was Declined Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://netfl1x-billing.com/payment",Your Netflix Subscription Payment Was Declined,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://netfl1x-billing.com/payment",1
"Claim Your Free iPhone Before It's Too Late URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bankofamerica-alert.co/secure.",Claim Your Free iPhone Before It's Too Late,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bankofamerica-alert.co/secure.",1
"Your Password Will Expire Today - Reset Now URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://192.168.44.12/verify-account.",Your Password Will Expire Today - Reset Now,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://192.168.44.12/verify-account.",1
"IRS Tax Refund Pending - Claim Now URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://tinyurl.com/verify-now-2024.",IRS Tax Refund Pending - Claim Now,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://tinyurl.com/verify-now-2024.",1
"Welcome to Our Community! Hello, your recent order #5564 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Welcome to Our Community!,"Hello, your recent order #5564 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
"Your Order Has Shipped Hello, your recent order #6277 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Your Order Has Shipped,"Hello, your recent order #6277 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
Notes from Today's Standup Thank you for registering for the conference. Your confirmation number is 3344. We look forward to seeing you there.,Notes from Today's Standup,Thank you for registering for the conference. Your confirmation number is 3344. We look forward to seeing you there.,0
Congratulations! You Are Our Lucky Winner Act now! Your password expires today. Verify your credentials immediately at http://irs-refund-claim.net/form or you will lose access to your account.,Congratulations! You Are Our Lucky Winner,Act now! Your password expires today. Verify your credentials immediately at http://irs-refund-claim.net/form or you will lose access to your account.,1
"Final Notice: Your Package Could Not Be Delivered URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bit.ly/3xJa9Lm.",Final Notice: Your Package Could Not Be Delivered,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bit.ly/3xJa9Lm.",1
Team Meeting Rescheduled to 3 PM Thank you for registering for the conference. Your confirmation number is 1803. We look forward to seeing you there.,Team Meeting Rescheduled to 3 PM,Thank you for registering for the conference. Your confirmation number is 1803. We look forward to seeing you there.,0
Welcome to Our Community! Your monthly account statement for 6120 is now available in your dashboard. Let us know if you have any questions about the charges.,Welcome to Our Community!,Your monthly account statement for 6120 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Invoice #4521 for August Services Please find attached invoice #7566 for services rendered in August. Payment is due within 30 days per our standard terms.,Invoice #4521 for August Services,Please find attached invoice #7566 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Congratulations! You Are Our Lucky Winner Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://appleid-verify-secure.info/reset within 48 hours to restore full access.,Congratulations! You Are Our Lucky Winner,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://appleid-verify-secure.info/reset within 48 hours to restore full access.,1
"New Blog Post: Tips for Remote Work Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",New Blog Post: Tips for Remote Work,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
IRS Tax Refund Pending - Claim Now This is your final notice. Failure to verify your account at http://appleid-verify-secure.info/reset within 24 hours will result in permanent suspension.,IRS Tax Refund Pending - Claim Now,This is your final notice. Failure to verify your account at http://appleid-verify-secure.info/reset within 24 hours will result in permanent suspension.,1
"Security Alert: Unusual Sign-in Activity Detected URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://192.168.44.12/verify-account.",Security Alert: Unusual Sign-in Activity Detected,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://192.168.44.12/verify-account.",1
Your Password Will Expire Today - Reset Now Act now! Your password expires today. Verify your credentials immediately at http://secure-paypal-update.tk/login or you will lose access to your account.,Your Password Will Expire Today - Reset Now,Act now! Your password expires today. Verify your credentials immediately at http://secure-paypal-update.tk/login or you will lose access to your account.,1
Final Notice: Your Package Could Not Be Delivered This is your final notice. Failure to verify your account at http://irs-refund-claim.net/form within 24 hours will result in permanent suspension.,Final Notice: Your Package Could Not Be Delivered,This is your final notice. Failure to verify your account at http://irs-refund-claim.net/form within 24 hours will result in permanent suspension.,1
Immediate Action Needed: Verify Your Email Act now! Your password expires today. Verify your credentials immediately at http://appleid-verify-secure.info/reset or you will lose access to your account.,Immediate Action Needed: Verify Your Email,Act now! Your password expires today. Verify your credentials immediately at http://appleid-verify-secure.info/reset or you will lose access to your account.,1
Your Subscription Renewal Confirmation Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Your Subscription Renewal Confirmation,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
IRS Tax Refund Pending - Claim Now Act now! Your password expires today. Verify your credentials immediately at http://update-account-now.xyz/login.php or you will lose access to your account.,IRS Tax Refund Pending - Claim Now,Act now! Your password expires today. Verify your credentials immediately at http://update-account-now.xyz/login.php or you will lose access to your account.,1
"Security Alert: Unusual Sign-in Activity Detected Dear Customer, we have detected suspicious activity on your account. Click here http://tinyurl.com/verify-now-2024 immediately to verify your identity or your account will be permanently suspended within 24 hours.",Security Alert: Unusual Sign-in Activity Detected,"Dear Customer, we have detected suspicious activity on your account. Click here http://tinyurl.com/verify-now-2024 immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
Weekly Newsletter - Product Updates Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Weekly Newsletter - Product Updates,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Immediate Action Needed: Verify Your Email You have 1 unclaimed reward waiting. Verify your identity at http://appleid-verify-secure.info/reset to receive your gift card before it expires tonight.,Immediate Action Needed: Verify Your Email,You have 1 unclaimed reward waiting. Verify your identity at http://appleid-verify-secure.info/reset to receive your gift card before it expires tonight.,1
Your Subscription Renewal Confirmation Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Your Subscription Renewal Confirmation,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
You've Won a $1000 Gift Card! You have 1 unclaimed reward waiting. Verify your identity at http://update-account-now.xyz/login.php to receive your gift card before it expires tonight.,You've Won a $1000 Gift Card!,You have 1 unclaimed reward waiting. Verify your identity at http://update-account-now.xyz/login.php to receive your gift card before it expires tonight.,1
Confirm Your Identity to Avoid Account Closure Act now! Your password expires today. Verify your credentials immediately at http://update-account-now.xyz/login.php or you will lose access to your account.,Confirm Your Identity to Avoid Account Closure,Act now! Your password expires today. Verify your credentials immediately at http://update-account-now.xyz/login.php or you will lose access to your account.,1
Your Password Will Expire Today - Reset Now Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://update-account-now.xyz/login.php within 48 hours to restore full access.,Your Password Will Expire Today - Reset Now,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://update-account-now.xyz/login.php within 48 hours to restore full access.,1
"Notes from Today's Standup Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Notes from Today's Standup,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Team Meeting Rescheduled to 3 PM Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Team Meeting Rescheduled to 3 PM,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
"Your Password Will Expire Today - Reset Now Dear Customer, we have detected suspicious activity on your account. Click here http://secure-paypal-update.tk/login immediately to verify your identity or your account will be permanently suspended within 24 hours.",Your Password Will Expire Today - Reset Now,"Dear Customer, we have detected suspicious activity on your account. Click here http://secure-paypal-update.tk/login immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
Invoice #4521 for August Services Your monthly account statement for 8432 is now available in your dashboard. Let us know if you have any questions about the charges.,Invoice #4521 for August Services,Your monthly account statement for 8432 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Confirm Your Identity to Avoid Account Closure You have 1 unclaimed reward waiting. Verify your identity at http://bit.ly/3xJa9Lm to receive your gift card before it expires tonight.,Confirm Your Identity to Avoid Account Closure,You have 1 unclaimed reward waiting. Verify your identity at http://bit.ly/3xJa9Lm to receive your gift card before it expires tonight.,1
Your Monthly Statement Is Ready Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Your Monthly Statement Is Ready,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
"Final Notice: Your Package Could Not Be Delivered Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://update-account-now.xyz/login.php",Final Notice: Your Package Could Not Be Delivered,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://update-account-now.xyz/login.php",1
"Weekly Newsletter - Product Updates Hello, your recent order #8110 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Weekly Newsletter - Product Updates,"Hello, your recent order #8110 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
Welcome to Our Community! Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Welcome to Our Community!,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
New Blog Post: Tips for Remote Work Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,New Blog Post: Tips for Remote Work,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Your Netflix Subscription Payment Was Declined Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://amaz0n-billing-support.com/confirm within 48 hours to restore full access.,Your Netflix Subscription Payment Was Declined,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://amaz0n-billing-support.com/confirm within 48 hours to restore full access.,1
Urgent: Your Account Will Be Suspended We were unable to process your recent payment. Please update your billing details urgently at http://netfl1x-billing.com/payment to avoid service interruption.,Urgent: Your Account Will Be Suspended,We were unable to process your recent payment. Please update your billing details urgently at http://netfl1x-billing.com/payment to avoid service interruption.,1
Your Order Has Shipped Please find attached invoice #4696 for services rendered in August. Payment is due within 30 days per our standard terms.,Your Order Has Shipped,Please find attached invoice #4696 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Confirm Your Identity to Avoid Account Closure This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,Confirm Your Identity to Avoid Account Closure,This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,1
Conference Registration Confirmation Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Conference Registration Confirmation,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
"Lunch Plans This Week? Hello, your recent order #2041 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Lunch Plans This Week?,"Hello, your recent order #2041 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
"Claim Your Free iPhone Before It's Too Late Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://update-account-now.xyz/login.php",Claim Your Free iPhone Before It's Too Late,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://update-account-now.xyz/login.php",1
"Action Required: Verify Your Account Now URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://secure-paypal-update.tk/login.",Action Required: Verify Your Account Now,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://secure-paypal-update.tk/login.",1
Security Alert: Unusual Sign-in Activity Detected We were unable to process your recent payment. Please update your billing details urgently at http://irs-refund-claim.net/form to avoid service interruption.,Security Alert: Unusual Sign-in Activity Detected,We were unable to process your recent payment. Please update your billing details urgently at http://irs-refund-claim.net/form to avoid service interruption.,1
Immediate Action Needed: Verify Your Email Your refund of $850 is ready to be processed. Click http://bankofamerica-alert.co/secure now and provide your account number to receive the funds immediately.,Immediate Action Needed: Verify Your Email,Your refund of $850 is ready to be processed. Click http://bankofamerica-alert.co/secure now and provide your account number to receive the funds immediately.,1
Your Subscription Renewal Confirmation Your monthly account statement for 2622 is now available in your dashboard. Let us know if you have any questions about the charges.,Your Subscription Renewal Confirmation,Your monthly account statement for 2622 is now available in your dashboard. Let us know if you have any questions about the charges.,0
"Notes from Today's Standup Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Notes from Today's Standup,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
IRS Tax Refund Pending - Claim Now Your refund of $850 is ready to be processed. Click http://tinyurl.com/verify-now-2024 now and provide your account number to receive the funds immediately.,IRS Tax Refund Pending - Claim Now,Your refund of $850 is ready to be processed. Click http://tinyurl.com/verify-now-2024 now and provide your account number to receive the funds immediately.,1
"Congratulations! You Are Our Lucky Winner Dear Customer, we have detected suspicious activity on your account. Click here http://appleid-verify-secure.info/reset immediately to verify your identity or your account will be permanently suspended within 24 hours.",Congratulations! You Are Our Lucky Winner,"Dear Customer, we have detected suspicious activity on your account. Click here http://appleid-verify-secure.info/reset immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
"Your PayPal Account Has Been Limited Dear Customer, we have detected suspicious activity on your account. Click here http://amaz0n-billing-support.com/confirm immediately to verify your identity or your account will be permanently suspended within 24 hours.",Your PayPal Account Has Been Limited,"Dear Customer, we have detected suspicious activity on your account. Click here http://amaz0n-billing-support.com/confirm immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
"Lunch Plans This Week? Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Lunch Plans This Week?,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
"Your Payment Failed - Update Billing Info Immediately Dear Customer, we have detected suspicious activity on your account. Click here http://update-account-now.xyz/login.php immediately to verify your identity or your account will be permanently suspended within 24 hours.",Your Payment Failed - Update Billing Info Immediately,"Dear Customer, we have detected suspicious activity on your account. Click here http://update-account-now.xyz/login.php immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
Unusual Login Attempt on Your Bank Account We were unable to process your recent payment. Please update your billing details urgently at http://secure-paypal-update.tk/login to avoid service interruption.,Unusual Login Attempt on Your Bank Account,We were unable to process your recent payment. Please update your billing details urgently at http://secure-paypal-update.tk/login to avoid service interruption.,1
Welcome to Our Community! Your monthly account statement for 3877 is now available in your dashboard. Let us know if you have any questions about the charges.,Welcome to Our Community!,Your monthly account statement for 3877 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Your Flight Itinerary for Next Week Please find attached invoice #2591 for services rendered in August. Payment is due within 30 days per our standard terms.,Your Flight Itinerary for Next Week,Please find attached invoice #2591 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Notes from Today's Standup Your monthly account statement for 3878 is now available in your dashboard. Let us know if you have any questions about the charges.,Notes from Today's Standup,Your monthly account statement for 3878 is now available in your dashboard. Let us know if you have any questions about the charges.,0
"Your Password Will Expire Today - Reset Now URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://tinyurl.com/verify-now-2024.",Your Password Will Expire Today - Reset Now,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://tinyurl.com/verify-now-2024.",1
IRS Tax Refund Pending - Claim Now Your refund of $850 is ready to be processed. Click http://tinyurl.com/verify-now-2024 now and provide your account number to receive the funds immediately.,IRS Tax Refund Pending - Claim Now,Your refund of $850 is ready to be processed. Click http://tinyurl.com/verify-now-2024 now and provide your account number to receive the funds immediately.,1
Final Notice: Your Package Could Not Be Delivered This is your final notice. Failure to verify your account at http://bankofamerica-alert.co/secure within 24 hours will result in permanent suspension.,Final Notice: Your Package Could Not Be Delivered,This is your final notice. Failure to verify your account at http://bankofamerica-alert.co/secure within 24 hours will result in permanent suspension.,1
Your Flight Itinerary for Next Week Please find attached invoice #9115 for services rendered in August. Payment is due within 30 days per our standard terms.,Your Flight Itinerary for Next Week,Please find attached invoice #9115 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Welcome to Our Community! Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Welcome to Our Community!,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
"Urgent: Your Account Will Be Suspended Dear user, our records show a failed delivery attempt for your package. Click http://192.168.44.12/verify-account and pay a small redelivery fee to reschedule.",Urgent: Your Account Will Be Suspended,"Dear user, our records show a failed delivery attempt for your package. Click http://192.168.44.12/verify-account and pay a small redelivery fee to reschedule.",1
New Blog Post: Tips for Remote Work Please find attached invoice #8316 for services rendered in August. Payment is due within 30 days per our standard terms.,New Blog Post: Tips for Remote Work,Please find attached invoice #8316 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Unusual Login Attempt on Your Bank Account Act now! Your password expires today. Verify your credentials immediately at http://appleid-verify-secure.info/reset or you will lose access to your account.,Unusual Login Attempt on Your Bank Account,Act now! Your password expires today. Verify your credentials immediately at http://appleid-verify-secure.info/reset or you will lose access to your account.,1
Reminder: Project Deadline Next Friday Thank you for registering for the conference. Your confirmation number is 6119. We look forward to seeing you there.,Reminder: Project Deadline Next Friday,Thank you for registering for the conference. Your confirmation number is 6119. We look forward to seeing you there.,0
Your Payment Failed - Update Billing Info Immediately You have 1 unclaimed reward waiting. Verify your identity at http://appleid-verify-secure.info/reset to receive your gift card before it expires tonight.,Your Payment Failed - Update Billing Info Immediately,You have 1 unclaimed reward waiting. Verify your identity at http://appleid-verify-secure.info/reset to receive your gift card before it expires tonight.,1
Immediate Action Needed: Verify Your Email Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://irs-refund-claim.net/form within 48 hours to restore full access.,Immediate Action Needed: Verify Your Email,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://irs-refund-claim.net/form within 48 hours to restore full access.,1
Security Alert: Unusual Sign-in Activity Detected Your refund of $850 is ready to be processed. Click http://tinyurl.com/verify-now-2024 now and provide your account number to receive the funds immediately.,Security Alert: Unusual Sign-in Activity Detected,Your refund of $850 is ready to be processed. Click http://tinyurl.com/verify-now-2024 now and provide your account number to receive the funds immediately.,1
Weekly Newsletter - Product Updates Thank you for registering for the conference. Your confirmation number is 4538. We look forward to seeing you there.,Weekly Newsletter - Product Updates,Thank you for registering for the conference. Your confirmation number is 4538. We look forward to seeing you there.,0
Your Monthly Statement Is Ready Thank you for registering for the conference. Your confirmation number is 3950. We look forward to seeing you there.,Your Monthly Statement Is Ready,Thank you for registering for the conference. Your confirmation number is 3950. We look forward to seeing you there.,0
Conference Registration Confirmation Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Conference Registration Confirmation,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Weekly Newsletter - Product Updates Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Weekly Newsletter - Product Updates,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Your PayPal Account Has Been Limited Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://bankofamerica-alert.co/secure within 48 hours to restore full access.,Your PayPal Account Has Been Limited,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://bankofamerica-alert.co/secure within 48 hours to restore full access.,1
Your Order Has Shipped Thank you for registering for the conference. Your confirmation number is 1653. We look forward to seeing you there.,Your Order Has Shipped,Thank you for registering for the conference. Your confirmation number is 1653. We look forward to seeing you there.,0
"Conference Registration Confirmation Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Conference Registration Confirmation,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
Security Alert: Unusual Sign-in Activity Detected We were unable to process your recent payment. Please update your billing details urgently at http://192.168.44.12/verify-account to avoid service interruption.,Security Alert: Unusual Sign-in Activity Detected,We were unable to process your recent payment. Please update your billing details urgently at http://192.168.44.12/verify-account to avoid service interruption.,1
"Your Netflix Subscription Payment Was Declined Dear user, our records show a failed delivery attempt for your package. Click http://secure-paypal-update.tk/login and pay a small redelivery fee to reschedule.",Your Netflix Subscription Payment Was Declined,"Dear user, our records show a failed delivery attempt for your package. Click http://secure-paypal-update.tk/login and pay a small redelivery fee to reschedule.",1
"Conference Registration Confirmation Hello, your recent order #4404 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Conference Registration Confirmation,"Hello, your recent order #4404 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
Reminder: Project Deadline Next Friday Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Reminder: Project Deadline Next Friday,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Your Payment Failed - Update Billing Info Immediately Your refund of $850 is ready to be processed. Click http://amaz0n-billing-support.com/confirm now and provide your account number to receive the funds immediately.,Your Payment Failed - Update Billing Info Immediately,Your refund of $850 is ready to be processed. Click http://amaz0n-billing-support.com/confirm now and provide your account number to receive the funds immediately.,1
"Congratulations! You Are Our Lucky Winner Dear user, our records show a failed delivery attempt for your package. Click http://tinyurl.com/verify-now-2024 and pay a small redelivery fee to reschedule.",Congratulations! You Are Our Lucky Winner,"Dear user, our records show a failed delivery attempt for your package. Click http://tinyurl.com/verify-now-2024 and pay a small redelivery fee to reschedule.",1
Thanks for Your Recent Purchase Please find attached invoice #5186 for services rendered in August. Payment is due within 30 days per our standard terms.,Thanks for Your Recent Purchase,Please find attached invoice #5186 for services rendered in August. Payment is due within 30 days per our standard terms.,0
